song_id,stream_year,stream_month,stream_id,song,username
7WNWB,2022,SEPTEMBER,SOFCEWK12A6D4F9A19,Synthetic Dream,lcashell2o
5FHVB,2021,AUGUST,SOWYBEK12AB018BB91,Jogo Limpo,ahatt20
A16GS,2011,MARCH,SODJBBD12A58A7EC47,Didn't Mean To,vfursland26
JL9VX,2015,OCTOBER,SONLPBB12A8C13C780,Spontanous Combustion,sjosland22
YRFQR,2009,MAY,SOGYWNC12A58A7811F,I Can't Be Satisfied,groeby10
H7W3W,2001,JULY,SOLLTIL12A6D4F970A,Where The Thunder Roars (Tales Of Wonder Album Version),edemattia1z
VLV2E,2016,JANUARY,SOXAPVV12A67020F8C,Three Is a Crowd,chazart3
0M4MH,2017,MAY,SOVDQMC12A8C142C99,Niev nietch nievitch,ahatt20
QIYSL,2005,JUNE,SOBCLUB12A6BD53D2E,Drop of Rain,vfursland26
DHPUE,2005,SEPTEMBER,SOVETRX12A6D4F7717,Biding Her Time,ienriquesp
XRUC9,2021,FEBRUARY,SOQUUNE12A8C135F0D,Amor De Cabaret,swaymont1d
34YKC,2009,DECEMBER,SOEYEAY12A8C13C49E,Panama (Remastered Album Version),ksciacovelli16
DWL1P,2010,MARCH,SOOVPDF12AB0182A9A,Mafu,slanegran8
8K7JY,2014,MAY,SOLCFCO12AB018B764,Sympathy,kmacgebenay1t
YKCIO,2011,MARCH,SOFSTCX12A8C139C09,Ma Louise,eallenf
S8CJA,2015,APRIL,SONBYWD12A6D4F5E8B,Metal,castles2n
DDJ7Y,2009,MARCH,SOHDAZP12AB0185D7F,It Makes No Difference Now,edemattia1z
G2UM5,2012,JANUARY,SOYJZTG12A81C23239,Heaven is Where The Heart Is,cwardesworth28
03F92,2021,SEPTEMBER,SOYDMSD12AB01825A3,La Culpa,castles2n
UMXWN,2001,APRIL,SOCNADB12AB0185B07,Mozart,kmatheson1h
9UBLP,2017,FEBRUARY,SOTGHKM12A8C13C67C,OUTE ENA EFHARISTO,nskillen24
KW2F8,2012,SEPTEMBER,SOITEFM12A8C13CE39,Spin,amacgovern2q
IFAU9,2004,MARCH,SOPJMCP12AB018CCA2,A'chek Ouyounik (2009 Digital Remaster),pmcgarrie5
0DZ45,2019,JULY,SOTNGXP12AB018664A,End Of The Road (Head Horny's Remix),ztsar2h
YGWPN,2021,DECEMBER,SOWBRNM12AB018AD0E,Born and Raised In Compton,dtoftx
W3MRF,2020,NOVEMBER,SOAKVYO12AB0187E78,I Never Came,abraidford4
W3MRF,2004,JUNE,SORGDTN12A8C1460ED,I Never Came,spalfriew
X0WX0,2010,FEBRUARY,SOHPQKD12A8C143939,Hell,cheliot1s
50DKO,2017,JANUARY,SORAWCY12AB0188DDA,Para Milladoiro,abrayshayr
B4DSE,2020,APRIL,SOLDKKK12A6D4FD12B,Bitch Is Back,cwardesworth28
U6HD7,2009,FEBRUARY,SOYXIYK12A8C138524,Mangos,ciacovielli14
0DZ45,2003,OCTOBER,SOJJPHI12AB018B991,End Of The Road (Head Horny's Remix),lhaysom9
23KLG,2019,NOVEMBER,SOLTODW12AF72A9E5E,Insatiable (Instrumental Version),ienriquesp
BEJUS,2003,JANUARY,SOZPIUC12A8C13630F,No Control,swaymont1d
AV18H,2020,SEPTEMBER,SOZUAYO12AB0185072,Deep Sea Creature,ecatlette2i
ANY79,2005,DECEMBER,SOYZYNK12AB01807C4,More And More  (LP Version),lhaysom9
ANY79,2019,APRIL,SOTEVNM12A8C141858,More And More  (LP Version),cfarmiloey
VA2RU,2003,AUGUST,SOAZNGE12AB0182F30,Fire (Oscar G Space Vocal Mix),csnelling2g
J8OJY,2020,JANUARY,SODTYSA12A8AE46D74,Christlike Roche,ienriquesp
EKNQ2,2021,NOVEMBER,SODEDSI12A8C13225F,Monde De Fou,mlabordak
HRIIO,2010,MARCH,SOUWLEZ12A6D4F499A,Little Girl (LP Version),hdenecamp2f
B47VB,2003,JULY,SOWZGGJ12AAF3B583F,I'm Gone This Time,srizziz
V8KNX,2009,NOVEMBER,SODTAYW12AB01808D1,Eternamente Amame,gswinden2a
6PAPB,2016,MARCH,SOFULXE12A6D4F972B,Master Of Disharmony,ahatt20
2CNNZ,2008,DECEMBER,SOCSZVF12AB017F6BF,Forming,lgoodbarneh
D3EY3,2005,JUNE,SOODBAO12A58A790F9,Openbare Weg,aabelovitz1
25EVD,2008,AUGUST,SOICKND12AB0188B0D,Our Love Is Here To Stay,fmcaw7
OZ51G,2004,APRIL,SORTGHI12A8C13FB9A,Hips Don't Lie (featuring Wyclef Jean),cgrelkat
NRJ5Z,2004,NOVEMBER,SOKTBLO12A8C13F309,The Urgency (LP Version),vburburough21
S5IN3,2019,JANUARY,SOAHTKN12A6D4FC189,I Want You (Forever),dmacoureks
PXG9L,2004,SEPTEMBER,SOALCHT12AB0186A53,Caught In A Dream,ldunbavini
R2Y6B,2017,SEPTEMBER,SOAPICM12A8C143EC7,¿Dónde va Chichi?,hwoolner1f
5C74A,2012,APRIL,SOWIAWZ12AB017C92A,Crazy Mixed Up World,nlatus17
64U1J,2007,JUNE,SOLBIYE12AB0183932,I Want Love (Tween You & Me) (Album Version),ecatlette2i
WGIFK,2004,FEBRUARY,SOWISMK12AC468BBF4,Stream,lbeavon1w
BLZUH,2021,MARCH,SOQPAQK12A8C13B2DB,Rosemary Recalls,ahatt20
WGIFK,2010,JUNE,SOKMZQL12A58A76B19,Stream,dmelsomd
O6UIO,2015,OCTOBER,SOMROCL12AC4688AD6,You Feel Good All Over,eallenf
RZ0RX,2018,MARCH,SOKMNNL12A58A7709A,Robbers Kill Cop,dmelsomd
V0C18,2017,JUNE,SOTPBIT12AB018BA66,Ciao Milan,jfinkle2j
VFOGO,2003,DECEMBER,SOWIGXC12AF729AEC2,Young Boy Blues,dpignen
Q589T,2012,JANUARY,SOLFIHG12A8C1435D3,Stone Cold Fingers (Bonus Track),cglentworth23
DWL1P,2012,AUGUST,SOKHBRA12AB017E6AE,Mafu,kmacgebenay1t
OUOJT,2005,DECEMBER,SOXWMJH12AB01883F9,Nashville Parthenon,ahatt20
Q589T,2010,DECEMBER,SOBMDRK12AB017F4CB,Stone Cold Fingers (Bonus Track),bcatley1u
UIQD9,2013,APRIL,SOYUEBW12A6D4FB3AC,Candy Man,crubberts25
OUOJT,2019,JUNE,SOAJKRD12A8C138AAF,Nashville Parthenon,aabelovitz1
W3MRF,2020,JULY,SOXPHFT12A8C13B679,I Never Came,lbeavon1w
5R54M,2020,MAY,SOLVUSB12AB0180607,Wicker Chair,sjosland22
2U8VN,2020,DECEMBER,SOIZVHQ12AB018A066,The Frail,sdobing1y
QIYSL,2003,AUGUST,SOSEMIH12A8C145A00,Drop of Rain,lbeavon1w
2V5RW,2012,SEPTEMBER,SORMBGR12A8C13B537,I See The Boys Of Summer,bfarriar27
R2Y6B,2017,JULY,SOXHWKH12AB0184221,¿Dónde va Chichi?,dmelsomd
TPBNN,2014,SEPTEMBER,SOSAZLT12A8C13B90F,Too Much Saturn,bstockau15
3AYSW,2010,JUNE,SOJHFYS12A58A7BC23,The Look Of Love,abrayshayr
26TU2,2007,APRIL,SOZDKSJ12A67ADA37A,White Feather,jlehrmann2c
EKNQ2,2022,JULY,SOOHKAI12AB0183D21,Monde De Fou,fscougal2l
ZGXQA,2007,FEBRUARY,SOHQECR12A8C133DDA,Groovin' In The Midnight,cwerndly2p
IFAU9,2012,DECEMBER,SONVGOV12AB018114E,A'chek Ouyounik (2009 Digital Remaster),wshellibeer1l
NCS9S,2015,NOVEMBER,SOOYYUG12A8C1440CA,Broken-Down Merry-Go-Round,nbeetleso
F2IC1,2012,MAY,SOAQFSL12A8C13C2C4,Everything Changes,laddis1k
7PDV5,2000,MAY,SONGHHF12AB0182BBA,Naked Albino,gcarmont2r
R2Y6B,2022,NOVEMBER,SOFKRNR12AB01861AE,¿Dónde va Chichi?,sdeblasiism
GUHV4,2009,SEPTEMBER,SOPZDPO12A8C131E41,Setting Fire to Sleeping Giants,kmacgebenay1t
8SEI2,2006,AUGUST,SOGAMCD12AB01803F7,How Can You Call That Beautiful (Stewkey Vocal),skeelinl
HCOUL,2016,NOVEMBER,SOSBPUO12A58291CF2,Christmas In Jamaica,ggibbyv
2D0PG,2009,MARCH,SOWDYRS12AC3DF83E2,Face the Ashes,zpracy1c
C0HAJ,2014,OCTOBER,SODFEVS12AB018C60A,Brasas Vivas,cpalatino29
YTV4Q,2013,JUNE,SOCXOJF12A6D4FCD91,Superconfidential,lliellq
KGCM9,2007,JANUARY,SOQSDOW12AB017CF41,Thank You Lord,rdelcastello2b
JL9VX,2000,OCTOBER,SOMJGXB12AB0184386,Spontanous Combustion,cfarmiloey
8SEI2,2015,NOVEMBER,SOTWPCU12A8C138514,How Can You Call That Beautiful (Stewkey Vocal),mstoopc
ZTH8T,2011,NOVEMBER,SOWACWC12AB01876FA,Opus a Satana (Part 2),ciacovielli14
BEJUS,2001,FEBRUARY,SOWXUDU12AF72A1001,No Control,dtoftx
3XOKT,2008,JULY,SOUTNUJ12AC46861D4,Silent Hill,sdeblasiism
YKCIO,2022,MAY,SOUWJGL12AF72A4ED8,Ma Louise,iberecloth1b
U6HD7,2010,APRIL,SOFZXDA12AB01800C6,Mangos,ascowcroft1a
TPBNN,2019,MAY,SOMBFCS12A8C13E5AF,Too Much Saturn,ccoventon2
HCOUL,2002,NOVEMBER,SOLNLFG12AC468806E,Christmas In Jamaica,bjeal2m
C0HAJ,2008,JULY,SOPXUPT12AB0184A87,Brasas Vivas,fmcaw7
9GJN7,2020,APRIL,SOGSJTT12A8C13B4F7,Midnight Swim,lcashell2o
UQ18C,2005,JULY,SOPQYNE12AB01818B5,Drunk Alone,nskillen24
ERICV,2015,FEBRUARY,SOTZEAA12AC468E553,Taryns Deepest Fear,nlatus17
NH39Q,2005,AUGUST,SOCWCQL12AF72A3A5A,Grim Prospects (Gross Prospects - Bad Trip Remix),apickard18
29S59,2021,NOVEMBER,SOEISBO12AC468ABAB,Dearly Beloved,ccoventon2
8XNC3,2002,APRIL,SONCCNP12AC3DF5716,Cocain Ducks,cfarmiloey
H7W3W,2004,JANUARY,SOWMQGR12A8C1458A2,Where The Thunder Roars (Tales Of Wonder Album Version),cfarmiloey
OBFMN,2019,OCTOBER,SOASIDX12AB0185463,Cooler Than You,csnelling2g
D3EY3,2000,MAY,SOORIJA12A6D4F9A02,Openbare Weg,castles2n
TMSTR,2002,JUNE,SOUTKII12AAF3B1D4F,The Emperor Falls,lliellq
43G57,2009,JANUARY,SOVHTXW12A8C141298,Grim Prospects (Version 2 Remix),spalfriew
DENWW,2011,DECEMBER,SOZLWMN12A6701D2E5,Festa,sbum13
GUHV4,2018,SEPTEMBER,SOQYZUT12A8C132660,Setting Fire to Sleeping Giants,ggibbyv
FAPPT,2010,MAY,SOBIIYZ12A8C13ED05,Sohna Nee Sohna Data,cpalatino29
69LHP,2019,DECEMBER,SONLDTF12AAF3B438B,Summer Dying Fast,dmelsomd
T8EQQ,2012,JULY,SOYEMEE12A8C144815,Te Hacen Falta Vitaminas,npeschmann1x
43G57,2012,JUNE,SOOTFLU12A8AE45D80,Grim Prospects (Version 2 Remix),castles2n
12STD,2013,JUNE,SOTEKKG12AB017E22D,I Got Over It (Album Version),lhaysom9
DGDML,2003,OCTOBER,SOWXBLE12A6D4F8EE8,Commercial Reign,wfinnie1m
KUR66,2002,OCTOBER,SOQQWFU12A8C132F42,Lead Me Lord,cfarmiloey
XG8M1,2006,NOVEMBER,SOWCUAM12AB0184D1D,Something Girls,dmelsomd
A16GS,2010,JULY,SOTNHJI12A8C135862,Didn't Mean To,dgerran2d
APPKL,2013,MARCH,SOJAGYS12A58A7B904,Letter To Heaven,nlatus17
RZ0RX,2007,SEPTEMBER,SOHUJJI12A67ADA394,Robbers Kill Cop,abrayshayr
MO6YC,2017,AUGUST,SOEWNDB12AB017CF92,Crossfire,ascowcroft1a
78R6N,2000,JUNE,SOTXKYU12A6D4FCC0B,Keepin It Real (Skit),eelcoate
RRRZ5,2003,DECEMBER,SOKPLZK12A8C14340D,Movement 4 [from Kiss] (Album Version),ztsar2h
NRJ5Z,2007,FEBRUARY,SOGXQSQ12AF729F79A,The Urgency (LP Version),sdobing1y
7PDV5,2009,JUNE,SOMKWFY12A6D4FAB0F,Naked Albino,dtoftx
R2Y6B,2021,JANUARY,SOZUTHQ12A8C13C4C9,¿Dónde va Chichi?,skeelinl
XG8M1,2022,DECEMBER,SOWPYIK12AB0184395,Something Girls,jlehrmann2c
YVTP7,2011,DECEMBER,SODCQJH12AB017DDF6,Deform (live),jfinkle2j
6PAPB,2000,AUGUST,SOVATLZ12A8C135595,Master Of Disharmony,bjeal2m
OUOJT,2013,APRIL,SOGHIGJ12AC468AA66,Nashville Parthenon,cglentworth23
0Q2PJ,2010,MAY,SOALARU12A8C131632,Auguri Cha Cha,jstiles1q
SD6L9,2019,JANUARY,SOIFMLF12A6D4F845B,Sweet By And By,idanzigb
ANY79,2008,JANUARY,SOZSSUG12AB0183C6E,More And More  (LP Version),staffeej
DWL1P,2007,JANUARY,SOBRVEP12AC468E74B,Mafu,hdepero6
34R2B,2003,MARCH,SOLQVOX12AB018BF56,It's My Party,cgrelkat
C2NEA,2014,AUGUST,SOVIKHZ12A58A787E1,In This Life,bebbitt1r
RZ0RX,2012,OCTOBER,SOVRODR12AB0189A94,Robbers Kill Cop,skeelinl
W3OGE,2018,JUNE,SOKUCKC12A8C1315C4,Sudanese Dance,pmcgarrie5
KGCM9,2009,DECEMBER,SOFOCZO12A81C1FC28,Thank You Lord,jfinkle2j
F8PS7,2019,JULY,SOYDXQB12AAA15D4F7,You Can Still Be Free,lhaysom9
QIYSL,2014,JULY,SOXECRP12AB017EADA,Drop of Rain,ahatt20
26TU2,2005,FEBRUARY,SOCLRHR12A8C134808,White Feather,vfursland26
OUOJT,2018,SEPTEMBER,SOBFVUR12A8C137745,Nashville Parthenon,cbarfitt0
B47VB,2019,FEBRUARY,SOSMFPM12A6D4F8577,I'm Gone This Time,lbeavon1w
I28II,2013,APRIL,SOPPWUZ12AB0180E3C,Inside Job,hwoolner1f
BEJUS,2010,JUNE,SOLHSSM12A6D4F97F4,No Control,hnorthfield1p
IIU73,2000,FEBRUARY,SOEKAOG12AB0188100,Snapshot,swaymont1d
2JZ1U,2009,SEPTEMBER,SOYCCVP12A6701E6D1,We're Gonna Go Fishin'',dkilalea19
2V5RW,2011,OCTOBER,SOSSQKN12A6310F224,I See The Boys Of Summer,fmcaw7
TMSTR,2004,NOVEMBER,SOZDWVM12A8AE448E8,The Emperor Falls,dkilalea19
MO6YC,2006,APRIL,SOXOKQF12AB018C079,Crossfire,amacgovern2q
O6UIO,2008,MAY,SOHNGYV12A58A7A9EE,You Feel Good All Over,eallenf
YVTP7,2007,JUNE,SOEWUWF12A8C13D27A,Deform (live),spalfriew
PYN4E,2001,NOVEMBER,SOCIJOM12A58A7CBF8,Johnny Loves Me (LP Version),idanzigb
0DZ45,2006,MARCH,SOATIOL12A8C13604E,End Of The Road (Head Horny's Remix),csnelling2g
7CKHQ,2006,SEPTEMBER,SONNAVD12AB018838B,President Johnson,wfinnie1m
ZTH8T,2001,JUNE,SOPHBYD12A6D4F6980,Opus a Satana (Part 2),dgerran2d
I28II,2015,AUGUST,SODKENB12A6D4F46AF,Inside Job,npeschmann1x
VZB4O,2005,MARCH,SOKFCAA12AB017EF43,I Can't Stop Loving You,ienriquesp
6PAPB,2020,MARCH,SONFNOG12A58A78C05,Master Of Disharmony,lbittlestone12
DP90J,2013,DECEMBER,SOLSEJO12AB0187C4C,Juoksuhauta-twist (El juoksuhaudoissa),gswinden2a
X1UK8,2016,DECEMBER,SOTLBOG12A6D4F8AD5,Le tortillard,sdobing1y
KGCM9,2009,MAY,SOOIBOK12A58A7ACC6,Thank You Lord,sbum13
XG8M1,2012,AUGUST,SOZLTQI12AB018143A,Something Girls,ahatt20
26TU2,2014,AUGUST,SOBSIEU12AB017D5E7,White Feather,srizziz
IIU73,2021,DECEMBER,SOLHRQM12A6D4F6CCF,Snapshot,eelcoate
MDNTE,2009,JUNE,SODBRVA12AF72ACA09,Caricia Y Herida,lgoodbarneh
DRVAZ,2013,APRIL,SOZOEJC12CF5CFAD99,Burning In The Aftermath,jstiles1q
YTV4Q,2008,APRIL,SOUIYEY12A8C13A587,Superconfidential,gkrystofg
UMXWN,2008,MARCH,SOANYAU12AB01881B7,Mozart,lhaysom9
UQ18C,2000,JANUARY,SOFHCUH12AB0183CA2,Drunk Alone,abraidford4
UMXWN,2009,AUGUST,SOIJCNT12A8C133677,Mozart,slanegran8
0M4MH,2013,FEBRUARY,SOWMVSQ12A8C13E1DC,Niev nietch nievitch,bnoquet1n
KW2F8,2005,NOVEMBER,SOFQRCP12A8C13675B,Spin,ztsar2h
U6HD7,2002,MARCH,SOXZLHE12AAF3B5227,Mangos,nbeetleso
451YI,2010,FEBRUARY,SOPJFDO12A8C139B94,Complicate It,dmelsomd
APRV9,2011,JANUARY,SOMPKZM12A8C13F8B4,Sabor Guajiro,aabelovitz1
OR5JV,2002,NOVEMBER,SOHQDNH12AB01823A5,I Think My Wife Is Running Around On Me (Taco Hell),lbeavon1w
UBUCP,2011,FEBRUARY,SOCXBQG12AF72A7CBD,One Less Bell To Answer,nrollinsonu
T8EQQ,2018,NOVEMBER,SOYDTJN12AF72A86B9,Te Hacen Falta Vitaminas,groeby10
7PDV5,2011,DECEMBER,SOGVVLP12A8C1363F1,Naked Albino,cgrelkat
6PAPB,2004,FEBRUARY,SOACLMC12A8C13FA4C,Master Of Disharmony,ciacovielli14
N03XH,2009,APRIL,SOPTYJX12A6701CDC6,Now's The Time To Fall In Love,hdenecamp2f
2M0B2,2012,OCTOBER,SOAKHMK12AB0184E39,Sense And Trick,abrayshayr
EXKYF,2007,SEPTEMBER,SOSBCKC12A8C139223,Entre Caníbales,cglentworth23
2D0PG,2015,SEPTEMBER,SOQBJNU12A6701DFF5,Face the Ashes,hwoolner1f
2M0B2,2006,MARCH,SOLSJLW12A67020AB0,Sense And Trick,cheliot1s
MO6YC,2011,JULY,SOMGNHX12A8C131BB0,Crossfire,hdepero6
N9ZA0,2015,OCTOBER,SOKGATR12A6D4F9015,Tous Les Garçons Et Les Filles,ciacovielli14
23KLG,2013,SEPTEMBER,SOYLJYK12A8C13D18D,Insatiable (Instrumental Version),gswinden2a
MUH9O,2018,FEBRUARY,SOLDYJH12AC3DF56D5,Hanging On (Medium Key Performance Track Without Background Vocals),staffeej
ANY79,2010,AUGUST,SONRIJJ12A6701FD0A,More And More  (LP Version),kmacgebenay1t
X0WX0,2012,MARCH,SOMWTKR12AAA15D94E,Hell,bfarriar27
OBFMN,2013,MARCH,SOFVVLV12A8C140061,Cooler Than You,kburtonwood1o
233OV,2002,FEBRUARY,SOIMLOI12A8C1383C0,Spooks In Space,cbarfitt0
7CKHQ,2013,SEPTEMBER,SOJBKMX12A8AE47E72,President Johnson,ksciacovelli16
XKQHN,2012,DECEMBER,SOEWPSQ12A8C132E05,My Four Reasons,sbum13
XKQHN,2000,JANUARY,SOHTZSS12A6D4FCAC2,My Four Reasons,nskillen24
DWL1P,2002,APRIL,SOPCQZO12AB018596A,Mafu,lbeavon1w
DHPUE,2018,SEPTEMBER,SOFCTSL12AB0181111,Biding Her Time,mstoopc
2M0B2,2014,AUGUST,SOSVXWK12AB01886ED,Sense And Trick,ahatt20
XRUC9,2006,JULY,SOIYKGB12A8C1384B0,Amor De Cabaret,mstoopc
50DKO,2003,NOVEMBER,SOEAVHU12AC468F2E3,Para Milladoiro,ahavelin1v
EKNQ2,2001,APRIL,SOJAVUK12AB017EC7E,Monde De Fou,rdelcastello2b
N9ZA0,2018,SEPTEMBER,SOMRIAD12AB018388E,Tous Les Garçons Et Les Filles,apickard18
JVGAS,2005,JANUARY,SOYTQSZ12A8C13A2FD,In A Subtle Way,wfinnie1m
N03XH,2022,JUNE,SOFVSBH12AB0186671,Now's The Time To Fall In Love,dpignen
3AYSW,2001,AUGUST,SOCVKXU12A6D4F9A11,The Look Of Love,kmatheson1h
VLV2E,2011,JUNE,SOPTODT12AB018CE5C,Three Is a Crowd,lhaysom9
JVGAS,2018,JULY,SOCHVQG12A6D4FB261,In A Subtle Way,abraidford4
XQ5HB,2020,JULY,SOUQADA12AB0184E60,The Vitalized Shell,npeschmann1x
D0MF0,2020,AUGUST,SOVOEOG12AF729F7DF,Orgofart,cgrelkat
MDNTE,2004,MAY,SOHYVKJ12A6D4F6FAC,Caricia Y Herida,sjosland22
RIW6W,2003,APRIL,SOXHXRG12AC46898A7,Terslintu,dmacoureks
629U6,2018,NOVEMBER,SOAXXGD12A8C134182,I Will Love Again (JJ's Club Radio),aabelovitz1
29S59,2003,APRIL,SOUMBKO12A8C135722,Dearly Beloved,nlatus17
APPKL,2019,FEBRUARY,SOHLPTB12AF72A6B20,Letter To Heaven,sjosland22
MO6YC,2015,APRIL,SOUJGOR12A58A7BD21,Crossfire,sjosland22
K1769,2007,DECEMBER,SOFGZBJ12AB01890B0,Snowball,bebbitt1r
UBUCP,2009,AUGUST,SOAAXAK12A8C13C030,One Less Bell To Answer,kmacgebenay1t
2NPIX,2021,DECEMBER,SOUOFSG12AB0187C82,Pink World,kburtonwood1o
HCOUL,2017,APRIL,SOEZMXF12A67ADB0F8,Christmas In Jamaica,bebbitt1r
6MIVV,2019,JULY,SOYYLQI12A58A7FADA,Let's Get It Started,gswinden2a
PXG9L,2007,JULY,SODWJQR12A8C138C30,Caught In A Dream,ksciacovelli16
NCS9S,2012,OCTOBER,SOVZUYU12AB0183FF1,Broken-Down Merry-Go-Round,sbum13
45GZF,2009,FEBRUARY,SOYLJVH12AB0183749,All Rise,bfarriar27
0SG0H,2018,DECEMBER,SOLWVPV12A8C136FC7,Amalgama,gcarmont2r
B47VB,2014,OCTOBER,SOJHDDU12A8C143F70,I'm Gone This Time,sdeblasiism
26TU2,2015,JULY,SOYQLYS12A8C143355,White Feather,wshellibeer1l
45GZF,2010,FEBRUARY,SOIIAIE12A8C13C5FC,All Rise,bcatley1u
6UV82,2004,NOVEMBER,SOBAUYA12AB0183790,They Say (Album),cfarmiloey
43G57,2019,MARCH,SOHCEBC12AB018752F,Grim Prospects (Version 2 Remix),bjeal2m
Q589T,2017,AUGUST,SOCRDNK12AB018A09D,Stone Cold Fingers (Bonus Track),emartinson1e
MUH9O,2006,JANUARY,SOJMRHG12AB018B633,Hanging On (Medium Key Performance Track Without Background Vocals),lbeavon1w
PFJSC,2013,AUGUST,SOMAWGO12AF72A64F8,The Moon And I (Ordinary Day Album Version),kmatheson1h
XQ5HB,2017,NOVEMBER,SOMRJYH12A8C13165E,The Vitalized Shell,lgoodbarneh
ZDZL0,2007,FEBRUARY,SOISVOJ12A6D4F841D,Human Cannonball,zpracy1c
8RTWW,2010,DECEMBER,SOCMLII12A6D4FAB7F,A Distant Voice,gswinden2a
C0HAJ,2014,JANUARY,SOJHUKL12A58A7E7FD,Brasas Vivas,kmatheson1h
GZS6B,2020,JANUARY,SOLZCFG12A8C13C146,Kassie Jones,aabelovitz1
2M0B2,2015,DECEMBER,SODPMJS12A6D4FA2A0,Sense And Trick,dtoftx
UBUCP,2002,FEBRUARY,SOTZFQP12AB018038A,One Less Bell To Answer,idanzigb
T5CR5,2012,NOVEMBER,SORLPWM12AB017F78F,Dixie,staffeej
8RTWW,2008,DECEMBER,SOAHARW12AB017BAE8,A Distant Voice,zpracy1c
MDNTE,2000,DECEMBER,SOJCGJE12A6D4F79F3,Caricia Y Herida,abrayshayr
0M4MH,2011,DECEMBER,SOUZLSE12AB0184B1D,Niev nietch nievitch,ahatt20
78TKQ,2016,OCTOBER,SOCQVYX12A8C1389E1,Next Time,crobison1j
G2UM5,2009,APRIL,SOHNCST12A8151AF91,Heaven is Where The Heart Is,kmacgebenay1t
CSX4M,2020,APRIL,SOJSIAL12AF72A275E,Certain Things We Do,chazart3
3XOKT,2014,APRIL,SODGYDA12A8C140E96,Silent Hill,chazart3
HRIIO,2018,OCTOBER,SORFWYL12A8AE47846,Little Girl (LP Version),ldunbavini
9GJN7,2018,DECEMBER,SOFVUDX12AB017E4BB,Midnight Swim,lgoodbarneh
1U4ON,2020,DECEMBER,SOFRWTI12AB0184792,Going Down Slow,idanzigb
1DP6M,2022,MAY,SOIWZKY12AB0183F0D,Make Me Over,apickard18
W3MRF,2017,DECEMBER,SONXJXB12A8C138151,I Never Came,kburtonwood1o
B4DSE,2013,NOVEMBER,SOYBTCQ12A8C1323B8,Bitch Is Back,dmelsomd
N03XH,2011,JANUARY,SOVMQSA12A58A789E3,Now's The Time To Fall In Love,apickard18
MDNTE,2019,SEPTEMBER,SOGOYFU12AB018D9EF,Caricia Y Herida,bebbitt1r
X86YP,2015,DECEMBER,SOPVOHK12A6310D84C,Angie (1993 Digital Remaster),dtoftx
D3EY3,2002,APRIL,SOTRPCV12A6D4FAB31,Openbare Weg,mstoopc
IDB4Q,2017,JUNE,SOLXFEV12A58A7AE81,Still,hdepero6
YGWPN,2011,JANUARY,SOTQLJE12CF58274B5,Born and Raised In Compton,bnoquet1n
7PDV5,2016,AUGUST,SOZHXPN12A8C1360A0,Naked Albino,kmatheson1h
LYLJB,2005,APRIL,SOVLMTZ12AB018530D,Bulgarian Dream,ascowcroft1a
D0MF0,2000,JUNE,SOBJUHE12A8C134796,Orgofart,cfarmiloey
JVGAS,2003,SEPTEMBER,SOSFRGF12A8C13667A,In A Subtle Way,hwoolner1f
1HDLU,2012,MAY,SOGHVNS12A8C139B59,Laws Patrolling (Album Version),zpracy1c
BLZUH,2000,JANUARY,SODXQQY12A8C13850E,Rosemary Recalls,dmelsomd
VA2RU,2003,MARCH,SOBWDGC12A6D4F8AFC,Fire (Oscar G Space Vocal Mix),ecatlette2i
3AYSW,2013,JUNE,SOYTWDP12A8C138214,The Look Of Love,mlabordak
O6UIO,2015,DECEMBER,SOFUBAO12A8C139CAB,You Feel Good All Over,bnoquet1n
6XY15,2001,FEBRUARY,SOAQKKK12A58A7859A,Kolomeyke,ienriquesp
ZTH8T,2004,DECEMBER,SOHEUFA12AB017F9A0,Opus a Satana (Part 2),ahavelin1v
MG9B6,2006,OCTOBER,SOJLTFB12A6D4F91FC,Human Being,dpignen
C2NEA,2009,JUNE,SOKBKCA12A6D4F7539,In This Life,laddis1k
SJOBS,2011,MAY,SORDRKC12AB0189339,Twist and Shout,nrollinsonu
50DKO,2008,JUNE,SORCBKI12AAF3B2DF2,Para Milladoiro,chazart3
EXKYF,2009,MAY,SOJIUVL12AB01867D9,Entre Caníbales,staffeej
KUR66,2001,APRIL,SOMOUFN12AC4688186,Lead Me Lord,bcatley1u
TMSTR,2010,AUGUST,SOAXNTS12A8C142187,The Emperor Falls,abrayshayr
N03XH,2011,JANUARY,SOPSOHL12AB0185A0C,Now's The Time To Fall In Love,ccoventon2
ERICV,2015,JUNE,SOJCSXO12A8C13A80B,Taryns Deepest Fear,pmcgarrie5
ZCJ31,2012,JUNE,SORTPAX12AB018448A,Choro,jfinkle2j
JL9VX,2022,MARCH,SOEPYCP12AF72A77E0,Spontanous Combustion,dkilalea19
YGWPN,2009,DECEMBER,SOOUBMT12A8C13DB6D,Born and Raised In Compton,hdepero6
12STD,2018,JANUARY,SOBMAUD12A6D4F9181,I Got Over It (Album Version),sjosland22
2LTE7,2002,APRIL,SOUZIIN12AB017FB85,Do You Finally Need A Friend,dtoftx
W3MRF,2006,NOVEMBER,SOZGCTW12A6310E84F,I Never Came,jstiles1q
6XY15,2022,SEPTEMBER,SOWDXXY12A8C133818,Kolomeyke,npeschmann1x
451YI,2000,OCTOBER,SOHVKVP12A6D4F827A,Complicate It,uharroway2e
